"","X1","X2","city1","city2","lon1","lat1","lon2","lat2","Route","Haversine"
"1","TIA","VIE","Tirana","Wien",19.8186982,41.3275459,16.3738189,48.2081743,"TIA-VIE",812673.424548448
"2","ALG","VIE","Algiers","Wien",3.0587561,36.753768,16.3738189,48.2081743,"ALG-VIE",1674621.54723149
"3","LAD","VIE","Luanda","Wien",13.2894368,-8.8399876,16.3738189,48.2081743,"LAD-VIE",6357820.43464235
"4","AEP","VIE","Buenos Aires","Wien",-58.3815591,-34.6036844,16.3738189,48.2081743,"AEP-VIE",11823352.2055605
"5","SYD","VIE","Sydney","Wien",151.2092955,-33.8688197,16.3738189,48.2081743,"SYD-VIE",15993613.4996954
"6","MEL","VIE","Melbourne","Wien",144.9630576,-37.8136276,16.3738189,48.2081743,"MEL-VIE",15781325.8223433
"7","INN","VIE","Innsbruck","Wien",11.4041024,47.2692124,16.3738189,48.2081743,"INN-VIE",386375.569409285
"8","KLU","VIE","Klagenfurt","Wien",14.3122246,46.6364598,16.3738189,48.2081743,"KLU-VIE",233909.52023513
"9","BGI","VIE","Barbados","Wien",-59.543198,13.193887,16.3738189,48.2081743,"BGI-VIE",7886912.23903745
"10","BRU","VIE","Brussels","Wien",4.3517211,50.8503463,16.3738189,48.2081743,"BRU-VIE",915829.732759338
"11","CRL","VIE","Brussels","Wien",4.3517211,50.8503463,16.3738189,48.2081743,"CRL-VIE",915829.732759338
"12","LGG","VIE","Liege","Wien",5.5796662,50.6325574,16.3738189,48.2081743,"LGG-VIE",826013.819369808
"13","GRU","VIE","São Paulo","Wien",-46.6333094,-23.5505199,16.3738189,48.2081743,"GRU-VIE",10150249.9722343
"14","SOF","VIE","Sofia","Wien",23.3218675,42.6977082,16.3738189,48.2081743,"SOF-VIE",818266.179396022
"15","VAR","VIE","Varna","Wien",27.9147333,43.2140504,16.3738189,48.2081743,"VAR-VIE",1053727.52162005
"16","YYZ","VIE","Toronto","Wien",-79.3831843,43.653226,16.3738189,48.2081743,"YYZ-VIE",6924737.16265671
"17","YVR","VIE","Vancouver","Wien",-123.1207375,49.2827291,16.3738189,48.2081743,"YVR-VIE",8508669.61904489
"18","SCL","VIE","Santiago","Wien",-70.6692655,-33.4488897,16.3738189,48.2081743,"SCL-VIE",12520585.939771
"19","PEK","VIE","Bejing","Wien",116.407395,39.904211,16.3738189,48.2081743,"PEK-VIE",7468875.57456133
"20","PVG","VIE","Shanghai","Wien",121.473701,31.230416,16.3738189,48.2081743,"PVG-VIE",8485286.0128473
"21","HKG","VIE","Hong Kong","Wien",114.109497,22.396428,16.3738189,48.2081743,"HKG-VIE",8727074.55412813
"22","BOG","VIE","Bogota","Wien",-74.072092,4.7109886,16.3738189,48.2081743,"BOG-VIE",9660979.32766777
"23","ZAG","VIE","Zagreb","Wien",15.981919,45.8150108,16.3738189,48.2081743,"ZAG-VIE",268060.249328053
"24","OSI","VIE","Osijek","Wien",18.6955144,45.5549624,16.3738189,48.2081743,"OSI-VIE",344112.440356452
"25","LCA","VIE","Larnaca","Wien",33.6231723,34.9002535,16.3738189,48.2081743,"LCA-VIE",2054570.13299542
"26","PRG","VIE","Prague","Wien",14.4378005,50.0755381,16.3738189,48.2081743,"PRG-VIE",251156.213516424
"27","BRQ","VIE","Brno","Wien",16.6068371,49.1950602,16.3738189,48.2081743,"BRQ-VIE",111185.352700801
"28","CPH","VIE","Copenhagen","Wien",12.5683371,55.6760968,16.3738189,48.2081743,"CPH-VIE",871041.82344889
"29","KRP","VIE","Karup","Wien",9.1676629,56.307765,16.3738189,48.2081743,"KRP-VIE",1025402.30883057
"30","FIH","VIE","Kinshasa","Wien",15.2662931,-4.4419311,16.3738189,48.2081743,"FIH-VIE",5861978.77607294
"31","HRG","VIE","Hurghada","Wien",33.8116067,27.2578957,16.3738189,48.2081743,"HRG-VIE",2777590.41722121
"32","TLL","VIE","Tallin","Wien",24.7535746,59.4369608,16.3738189,48.2081743,"TLL-VIE",1363407.00018257
"33","URE","VIE","Kuressaare","Wien",22.4850408,58.2529231,16.3738189,48.2081743,"URE-VIE",1188838.52673268
"34","ADD","VIE","Addis Ababa","Wien",38.7577605,8.9806034,16.3738189,48.2081743,"ADD-VIE",4845472.32332066
"35","HEL","VIE","Helsinki","Wien",24.938379,60.1698557,16.3738189,48.2081743,"HEL-VIE",1440910.95528856
"36","OUL","VIE","Oulu","Wien",25.4650773,65.0120888,16.3738189,48.2081743,"OUL-VIE",1947107.36601884
"37","KUO","VIE","Kuopio","Wien",27.6781725,62.89797,16.3738189,48.2081743,"KUO-VIE",1777378.66386399
"38","CDG","VIE","Paris","Wien",2.3522219,48.856614,16.3738189,48.2081743,"CDG-VIE",1034650.23332618
"39","LYS","VIE","Lyon","Wien",4.835659,45.764043,16.3738189,48.2081743,"LYS-VIE",916433.336882108
"40","TLS","VIE","Toulouse","Wien",1.444209,43.604652,16.3738189,48.2081743,"TLS-VIE",1262160.30854266
"41","RNS","VIE","Rennes","Wien",-1.6777926,48.117266,16.3738189,48.2081743,"RNS-VIE",1337317.78531715
"42","TBS","VIE","Tbilisi","Wien",44.827096,41.7151377,16.3738189,48.2081743,"LLC-VIE",2339226.70620041
"43","FRA","VIE","Frankfurt","Wien",8.6821267,50.1109221,16.3738189,48.2081743,"FRA-VIE",598316.451943523
"44","MUC","VIE","Munich","Wien",11.5819806,48.1351253,16.3738189,48.2081743,"MUC-VIE",355777.049045529
"45","TXL","VIE","Berlin","Wien",13.404954,52.5200066,16.3738189,48.2081743,"TXL-VIE",524136.644154889
"46","KEL","VIE","Kiel","Wien",10.1227652,54.3232927,16.3738189,48.2081743,"KEL-VIE",807367.64182743
"47","ATH","VIE","Athens","Wien",23.7275388,37.9838096,16.3738189,48.2081743,"ATH-VIE",1284163.04937705
"48","SKG","VIE","Thessaloniki","Wien",22.9444191,40.6400629,16.3738189,48.2081743,"SKG-VIE",990433.001245313
"49","GPA","VIE","Araxos","Wien",21.425733,38.151082,16.3738189,48.2081743,"GPA-VIE",1191613.04070623
"50","BUD","VIE","Budapest","Wien",19.040235,47.497912,16.3738189,48.2081743,"BUD-VIE",214283.65511602
"51","DEB","VIE","Debrecen","Wien",21.6273123,47.5316049,16.3738189,48.2081743,"DEB-VIE",399383.817868495
"52","KEF","VIE","Reykjavik","Wien",-21.8174393,64.1265206,16.3738189,48.2081743,"KEF-VIE",2885416.89081386
"53","DEL","VIE","Delhi","Wien",77.1024902,28.7040592,16.3738189,48.2081743,"DEL-VIE",5556782.91161772
"54","BOM","VIE","Mumbai","Wien",72.8776559,19.0759837,16.3738189,48.2081743,"BOM-VIE",5983814.05566231
"55","CGK","VIE","Jakarta","Wien",106.822745,-6.1744651,16.3738189,48.2081743,"CGK-VIE",10563996.8765976
"56","DUB","VIE","Dublin","Wien",-6.2603097,53.3498053,16.3738189,48.2081743,"DUB-VIE",1684230.47662906
"57","KIR","VIE","Kerry","Wien",-9.5259857,52.1678937,16.3738189,48.2081743,"KIR-VIE",1886910.58716363
"58","TLV","VIE","Tel Aviv","Wien",34.7817676,32.0852999,16.3738189,48.2081743,"TLV-VIE",2369594.44614055
"59","FCO","VIE","Roma","Wien",12.4963655,41.9027835,16.3738189,48.2081743,"FCO-VIE",765023.978517849
"60","MXP","VIE","Milan","Wien",9.1859243,45.4654219,16.3738189,48.2081743,"MXP-VIE",626395.332256306
"61","NAP","VIE","Naples","Wien",-81.7948103,26.1420358,16.3738189,48.2081743,"NAP-VIE",8449951.84286561
"62","REG","VIE","Reggio Calabria","Wien",15.6472914,38.1113006,16.3738189,48.2081743,"REG-VIE",1125511.45546513
"63","HND","VIE","Tokyo","Wien",139.6917064,35.6894875,16.3738189,48.2081743,"HND-VIE",9137992.41285435
"64","FUK","VIE","Fukuoka","Wien",130.4017155,33.5903547,16.3738189,48.2081743,"FUK-VIE",8822586.10905682
"65","AMM","VIE","Amman","Wien",35.9283716,31.9453666,16.3738189,48.2081743,"AMM-VIE",2445837.16952642
"66","ALA","VIE","Almaty","Wien",76.8512485,43.2220146,16.3738189,48.2081743,"ALA-VIE",4610771.49859344
"67","NBO","VIE","Nairobi","Wien",36.8219462,-1.2920659,16.3738189,48.2081743,"NBO-VIE",5854703.21480276
"68","RIX","VIE","Riga","Wien",24.1051864,56.9496487,16.3738189,48.2081743,"RIX-VIE",1103141.43187686
"69","LPX","VIE","Liepaja","Wien",21.010806,56.5046678,16.3738189,48.2081743,"LPX-VIE",975330.603600608
"70","VNO","VIE","Vilnius","Wien",25.2796514,54.6871555,16.3738189,48.2081743,"VNO-VIE",948230.06046677
"71","KLJ","VIE","Klaipeda","Wien",21.1442794,55.7032948,16.3738189,48.2081743,"KLJ-VIE",895716.736002686
"72","LUX","VIE","Luxembourg","Wien",6.129583,49.815273,16.3738189,48.2081743,"LUX-VIE",768408.319967186
"73","MLA","VIE","La Valletta","Wien",14.5145528,35.8989085,16.3738189,48.2081743,"MLA-VIE",1378738.25312241
"74","MEX","VIE","Mexico City","Wien",-99.133208,19.4326077,16.3738189,48.2081743,"MEX-VIE",10162781.9810435
"75","ULN","VIE","Ulaanbaatar","Wien",106.9057439,47.8863988,16.3738189,48.2081743,"ULN-VIE",6312537.8758613
"76","CMN","VIE","Casablanca","Wien",-7.5898434,33.5731104,16.3738189,48.2081743,"CMN-VIE",2573557.47066575
"77","MPM","VIE","Maputo","Wien",32.6051351,-25.891968,16.3738189,48.2081743,"MPM-VIE",8406728.24557976
"78","AMS","VIE","Amsterdam","Wien",4.8951679,52.3702157,16.3738189,48.2081743,"AMS-VIE",937169.022505776
"79","RTM","VIE","Rotterdam","Wien",4.4777325,51.9244201,16.3738189,48.2081743,"RTM-VIE",943851.749792367
"80","GRQ","VIE","Groningen","Wien",6.5665018,53.2193835,16.3738189,48.2081743,"GRQ-VIE",886961.340281259
"81","LOS","VIE","Lagos","Wien",3.3792057,6.5243793,16.3738189,48.2081743,"LOS-VIE",4800593.42407066
"82","OSL","VIE"," Oslo","Wien",10.7522454,59.9138688,16.3738189,48.2081743,"OSL-VIE",1352653.52983832
"83","AKL","VIE","Auckland","Wien",174.7633315,-36.8484597,16.3738189,48.2081743,"AKL-VIE",17872191.0520738
"84","KHI","VIE","Karachi","Wien",67.0099388,24.8614622,16.3738189,48.2081743,"KHI-VIE",5100232.47333871
"85","LIM","VIE","Lima","Wien",-77.0427934,-12.046374,16.3738189,48.2081743,"LIM-VIE",11266900.5914697
"86","MNL","VIE","Manila","Wien",120.9842195,14.5995124,16.3738189,48.2081743,"MNL-VIE",9857659.52977346
"87","WAW","VIE","Warsaw","Wien",21.0122287,52.2296756,16.3738189,48.2081743,"WAW-VIE",556139.456899939
"88","KRK","VIE","Krakow","Wien",19.9449799,50.0646501,16.3738189,48.2081743,"KRK-VIE",332138.759162799
"89","WRO","VIE","Wroclaw","Wien",17.0385376,51.1078852,16.3738189,48.2081743,"WRO-VIE",326325.262513776
"90","BZG","VIE","Bydgoszcz","Wien",18.0084378,53.1234804,16.3738189,48.2081743,"BZG-VIE",559152.748767136
"91","LIS","VIE","Lisboa","Wien",-9.1393366,38.7222524,16.3738189,48.2081743,"LIS-VIE",2301042.72860235
"92","OPO","VIE","Porto","Wien",-8.6291053,41.1579438,16.3738189,48.2081743,"OPO-VIE",2117040.91237017
"93","PXO","VIE","Madeira","Wien",-16.9594723,32.7607074,16.3738189,48.2081743,"PXO-VIE",3266745.34640687
"94","OTP","VIE","Bucuresti","Wien",26.1025384,44.4267674,16.3738189,48.2081743,"OTP-VIE",857379.612267621
"95","CLJ","VIE","Cluj","Wien",23.6236353,46.7712101,16.3738189,48.2081743,"CLJ-VIE",568063.305538267
"96","TSR","VIE","Timisoara","Wien",21.2086793,45.7488716,16.3738189,48.2081743,"TSR-VIE",457882.675141237
"97","SVO","VIE","Moskov","Wien",-75.4116797,38.3937131,16.3738189,48.2081743,"SVO-VIE",7064699.10584368
"98","LED","VIE","Saint Petersburg","Wien",-82.6267345,27.7518284,16.3738189,48.2081743,"LED-VIE",8374799.68356025
"99","DKR","VIE","Dakar","Wien",-17.3660286,14.7645042,16.3738189,48.2081743,"DKR-VIE",4837647.51154232
"100","ICN","VIE","Seoul","Wien",126.9779692,37.566535,16.3738189,48.2081743,"ICN-VIE",8283831.80031829
"101","BEG","VIE","Belgrade","Wien",20.4489216,44.786568,16.3738189,48.2081743,"BEG-VIE",492391.517137095
"102","SIN","VIE","Singapore","Wien",103.819836,1.352083,16.3738189,48.2081743,"SIN-VIE",9717078.98543334
"103","BTS","VIE","Bratislava","Wien",17.1077477,48.1485965,16.3738189,48.2081743,"BTS-VIE",54881.0540589788
"104","KSC","VIE","Kosice","Wien",21.2610746,48.7163857,16.3738189,48.2081743,"KSC-VIE",365107.226502625
"105","LJU","VIE","Ljubljana","Wien",14.5057515,46.0569465,16.3738189,48.2081743,"LJU-VIE",278118.890727987
"106","MAR","VIE","Maribor","Wien",15.6458812,46.5546503,16.3738189,48.2081743,"MAR-VIE",192070.838688014
"107","JNB","VIE","Johannesburg","Wien",28.0473051,-26.2041028,16.3738189,48.2081743,"JNB-VIE",8365285.65270551
"108","MAD","VIE","Madrid","Wien",-3.7037902,40.4167754,16.3738189,48.2081743,"MAD-VIE",1811585.17082378
"109","BCN","VIE","Barcelona","Wien",2.1734035,41.3850639,16.3738189,48.2081743,"BCN-VIE",1351341.62681823
"110","VLC","VIE","Valencia","Wien",-81.4634245,28.5229956,16.3738189,48.2081743,"VLC-VIE",8234075.43691097
"111","SDR","VIE","Santander","Wien",-3.8099803,43.4623057,16.3738189,48.2081743,"SDR-VIE",1646435.86565922
"112","ARN","VIE","Stockholm","Wien",18.0685808,59.3293235,16.3738189,48.2081743,"ARN-VIE",1242908.25654132
"113","GOT","VIE","Goteborg","Wien",11.97456,57.70887,16.3738189,48.2081743,"GOT-VIE",1097403.11404112
"114","OSD","VIE","Ostersund","Wien",14.6360681,63.1766832,16.3738189,48.2081743,"OSD-VIE",1669698.57609537
"115","KSD","VIE","Karlstad","Wien",13.5114977,59.4021806,16.3738189,48.2081743,"KSD-VIE",1259939.52983002
"116","ZRH","VIE","Zurich","Wien",8.541694,47.3768866,16.3738189,48.2081743,"ZRH-VIE",592729.958419101
"117","BKK","VIE","Bang Phli","Wien",100.7323332,13.6117233,16.3738189,48.2081743,"BKK-VIE",8478591.55889659
"118","IST","VIE","Istanbul","Wien",28.9783589,41.0082376,16.3738189,48.2081743,"IST-VIE",1277929.78148072
"119","DXB","VIE","Dubai","Wien",55.2707828,25.2048493,16.3738189,48.2081743,"DXB-VIE",4242791.02908467
"120","KBP","VIE","Kiev","Wien",30.5234,50.4501,16.3738189,48.2081743,"KBP-VIE",1054647.20641177
"121","LHR","VIE","London","Wien",-0.1277583,51.5073509,16.3738189,48.2081743,"LHR-VIE",1236790.53469417
"122","EDI","VIE","Edinburgh","Wien",-3.188267,55.953252,16.3738189,48.2081743,"EDI-VIE",1583442.49573362
"123","MAN","VIE","Manchester","Wien",-2.2426305,53.4807593,16.3738189,48.2081743,"MAN-VIE",1428661.25703987
"124","DSA","VIE","Doncaster Sheffield","Wien",-1.0109145,53.4807451,16.3738189,48.2081743,"DSA-VIE",1350929.80304404
"125","LAX","VIE","Los Angelels","Wien",-118.2436849,34.0522342,16.3738189,48.2081743,"LAX-VIE",9829513.43532243
"126","JFK","VIE","New York","Wien",-74.0059413,40.7127837,16.3738189,48.2081743,"JFK-VIE",6803942.26759408
"127","DEN","VIE","Denver","Wien",-104.990251,39.7392358,16.3738189,48.2081743,"DEN-VIE",8669827.18462141
"128","DEW","VIE","Dallas","Wien",-96.7969879,32.7766642,16.3738189,48.2081743,"DEW-VIE",8843937.11278242
"129","TAS","VIE","Tashkent","Wien",69.2400734,41.2994958,16.3738189,48.2081743,"TAS-VIE",4164405.05641371
"130","TIA","INN","Tirana","Innsbruck",19.8186982,41.3275459,11.4041024,47.2692124,"TIA-INN",940737.531135345
"131","ALG","INN","Algiers","Innsbruck",3.0587561,36.753768,11.4041024,47.2692124,"ALG-INN",1357098.92792032
"132","LAD","INN","Luanda","Innsbruck",13.2894368,-8.8399876,11.4041024,47.2692124,"LAD-INN",6248835.97919008
"133","AEP","INN","Buenos Aires","Innsbruck",-58.3815591,-34.6036844,11.4041024,47.2692124,"AEP-INN",11460743.5603656
"134","SYD","INN","Sydney","Innsbruck",151.2092955,-33.8688197,11.4041024,47.2692124,"SYD-INN",16376349.7222006
"135","MEL","INN","Melbourne","Innsbruck",144.9630576,-37.8136276,11.4041024,47.2692124,"MEL-INN",16147993.5049042
"136","VIE","INN","Wien","Innsbruck",16.3738189,48.2081743,11.4041024,47.2692124,"VIE-INN",386375.569409285
"137","KLU","INN","Klagenfurt","Innsbruck",14.3122246,46.6364598,11.4041024,47.2692124,"KLU-INN",231916.396572942
"138","BGI","INN","Barbados","Innsbruck",-59.543198,13.193887,11.4041024,47.2692124,"BGI-INN",7509687.1206517
"139","BRU","INN","Brussels","Innsbruck",4.3517211,50.8503463,11.4041024,47.2692124,"BRU-INN",650339.844285277
"140","CRL","INN","Brussels","Innsbruck",4.3517211,50.8503463,11.4041024,47.2692124,"CRL-INN",650339.844285277
"141","LGG","INN","Liege","Innsbruck",5.5796662,50.6325574,11.4041024,47.2692124,"LGG-INN",566683.675921844
"142","GRU","INN","São Paulo","Innsbruck",-46.6333094,-23.5505199,11.4041024,47.2692124,"GRU-INN",9790434.79602978
"143","SOF","INN","Sofia","Innsbruck",23.3218675,42.6977082,11.4041024,47.2692124,"SOF-INN",1065865.03024987
"144","VAR","INN","Varna","Innsbruck",27.9147333,43.2140504,11.4041024,47.2692124,"VAR-INN",1367436.11608757
"145","YYZ","INN","Toronto","Innsbruck",-79.3831843,43.653226,11.4041024,47.2692124,"YYZ-INN",6676899.71165658
"146","YVR","INN","Vancouver","Innsbruck",-123.1207375,49.2827291,11.4041024,47.2692124,"YVR-INN",8431115.01472728
"147","SCL","INN","Santiago","Innsbruck",-70.6692655,-33.4488897,11.4041024,47.2692124,"SCL-INN",12142142.994527
"148","PEK","INN","Bejing","Innsbruck",116.407395,39.904211,11.4041024,47.2692124,"PEK-INN",7830022.88105251
"149","PVG","INN","Shanghai","Innsbruck",121.473701,31.230416,11.4041024,47.2692124,"PVG-INN",8853116.16528615
"150","HKG","INN","Hong Kong","Innsbruck",114.109497,22.396428,11.4041024,47.2692124,"HKG-INN",9110694.58268326
"151","BOG","INN","Bogota","Innsbruck",-74.072092,4.7109886,11.4041024,47.2692124,"BOG-INN",9292197.8665055
"152","ZAG","INN","Zagreb","Innsbruck",15.981919,45.8150108,11.4041024,47.2692124,"ZAG-INN",386008.21315139
"153","OSI","INN","Osijek","Innsbruck",18.6955144,45.5549624,11.4041024,47.2692124,"OSI-INN",590992.491891067
"154","LCA","INN","Larnaca","Innsbruck",33.6231723,34.9002535,11.4041024,47.2692124,"LCA-INN",2303948.57469444
"155","PRG","INN","Prague","Innsbruck",14.4378005,50.0755381,11.4041024,47.2692124,"PRG-INN",383760.258502946
"156","BRQ","INN","Brno","Innsbruck",16.6068371,49.1950602,11.4041024,47.2692124,"BRQ-INN",441215.840391882
"157","CPH","INN","Copenhagen","Innsbruck",12.5683371,55.6760968,11.4041024,47.2692124,"CPH-INN",939289.661797257
"158","KRP","INN","Karup","Innsbruck",9.1676629,56.307765,11.4041024,47.2692124,"KRP-INN",1017741.56750962
"159","FIH","INN","Kinshasa","Innsbruck",15.2662931,-4.4419311,11.4041024,47.2692124,"FIH-INN",5768933.50121109
"160","HRG","INN","Hurghada","Innsbruck",33.8116067,27.2578957,11.4041024,47.2692124,"HRG-INN",2962144.0304718
"161","TLL","INN","Tallin","Innsbruck",24.7535746,59.4369608,11.4041024,47.2692124,"TLL-INN",1612497.65186569
"162","URE","INN","Kuressaare","Innsbruck",22.4850408,58.2529231,11.4041024,47.2692124,"URE-INN",1428463.39875955
"163","ADD","INN","Addis Ababa","Innsbruck",38.7577605,8.9806034,11.4041024,47.2692124,"ADD-INN",4983600.85953191
"164","HEL","INN","Helsinki","Innsbruck",24.938379,60.1698557,11.4041024,47.2692124,"HEL-INN",1683058.52143174
"165","OUL","INN","Oulu","Innsbruck",25.4650773,65.0120888,11.4041024,47.2692124,"OUL-INN",2147609.8853943
"166","KUO","INN","Kuopio","Innsbruck",27.6781725,62.89797,11.4041024,47.2692124,"KUO-INN",2012305.79918242
"167","CDG","INN","Paris","Innsbruck",2.3522219,48.856614,11.4041024,47.2692124,"CDG-INN",695752.260092937
"168","LYS","INN","Lyon","Innsbruck",4.835659,45.764043,11.4041024,47.2692124,"LYS-INN",530135.333896696
"169","TLS","INN","Toulouse","Innsbruck",1.444209,43.604652,11.4041024,47.2692124,"TLS-INN",877531.20366216
"170","RNS","INN","Rennes","Innsbruck",-1.6777926,48.117266,11.4041024,47.2692124,"RNS-INN",983547.894418584
"171","TBS","INN","Tbilisi","Innsbruck",44.827096,41.7151377,11.4041024,47.2692124,"LLC-INN",2702924.11731078
"172","FRA","INN","Frankfurt","Innsbruck",8.6821267,50.1109221,11.4041024,47.2692124,"FRA-INN",374213.26018442
"173","MUC","INN","Munich","Innsbruck",11.5819806,48.1351253,11.4041024,47.2692124,"MUC-INN",97309.6763195781
"174","TXL","INN","Berlin","Innsbruck",13.404954,52.5200066,11.4041024,47.2692124,"TXL-INN",601805.388929178
"175","KEL","INN","Kiel","Innsbruck",10.1227652,54.3232927,11.4041024,47.2692124,"KEL-INN",790379.464907671
"176","ATH","INN","Athens","Innsbruck",23.7275388,37.9838096,11.4041024,47.2692124,"ATH-INN",1441371.69846567
"177","SKG","INN","Thessaloniki","Innsbruck",22.9444191,40.6400629,11.4041024,47.2692124,"SKG-INN",1181035.89141333
"178","GPA","INN","Araxos","Innsbruck",21.425733,38.151082,11.4041024,47.2692124,"GPA-INN",1302462.4014506
"179","BUD","INN","Budapest","Innsbruck",19.040235,47.497912,11.4041024,47.2692124,"BUD-INN",575888.604195881
"180","DEB","INN","Debrecen","Innsbruck",21.6273123,47.5316049,11.4041024,47.2692124,"DEB-INN",770304.228938493
"181","KEF","INN","Reykjavik","Innsbruck",-21.8174393,64.1265206,11.4041024,47.2692124,"KEF-INN",2747685.18686424
"182","DEL","INN","Delhi","Innsbruck",77.1024902,28.7040592,11.4041024,47.2692124,"DEL-INN",5932499.10280421
"183","BOM","INN","Mumbai","Innsbruck",72.8776559,19.0759837,11.4041024,47.2692124,"BOM-INN",6332378.2796072
"184","CGK","INN","Jakarta","Innsbruck",106.822745,-6.1744651,11.4041024,47.2692124,"CGK-INN",10932104.0098806
"185","DUB","INN","Dublin","Innsbruck",-6.2603097,53.3498053,11.4041024,47.2692124,"DUB-INN",1421241.27201266
"186","KIR","INN","Kerry","Innsbruck",-9.5259857,52.1678937,11.4041024,47.2692124,"KIR-INN",1595222.44012121
"187","TLV","INN","Tel Aviv","Innsbruck",34.7817676,32.0852999,11.4041024,47.2692124,"TLV-INN",2602616.28631328
"188","FCO","INN","Roma","Innsbruck",12.4963655,41.9027835,11.4041024,47.2692124,"FCO-INN",603614.035742138
"189","MXP","INN","Milan","Innsbruck",9.1859243,45.4654219,11.4041024,47.2692124,"MXP-INN",263323.120006699
"190","NAP","INN","Naples","Innsbruck",-81.7948103,26.1420358,11.4041024,47.2692124,"NAP-INN",8144470.38720589
"191","REG","INN","Reggio Calabria","Innsbruck",15.6472914,38.1113006,11.4041024,47.2692124,"REG-INN",1076517.4031064
"192","HND","INN","Tokyo","Innsbruck",139.6917064,35.6894875,11.4041024,47.2692124,"HND-INN",9462804.87176597
"193","FUK","INN","Fukuoka","Innsbruck",130.4017155,33.5903547,11.4041024,47.2692124,"FUK-INN",9171963.6030734
"194","AMM","INN","Amman","Innsbruck",35.9283716,31.9453666,11.4041024,47.2692124,"AMM-INN",2687968.39533638
"195","ALA","INN","Almaty","Innsbruck",76.8512485,43.2220146,11.4041024,47.2692124,"ALA-INN",4996737.28676767
"196","NBO","INN","Nairobi","Innsbruck",36.8219462,-1.2920659,11.4041024,47.2692124,"NBO-INN",5945036.4854135
"197","RIX","INN","Riga","Innsbruck",24.1051864,56.9496487,11.4041024,47.2692124,"RIX-INN",1379373.39256595
"198","LPX","INN","Liepaja","Innsbruck",21.010806,56.5046678,11.4041024,47.2692124,"LPX-INN",1219203.60969491
"199","VNO","INN","Vilnius","Innsbruck",25.2796514,54.6871555,11.4041024,47.2692124,"VNO-INN",1271819.23209961
"200","KLJ","INN","Klaipeda","Innsbruck",21.1442794,55.7032948,11.4041024,47.2692124,"KLJ-INN",1154105.04761851
"201","LUX","INN","Luxembourg","Innsbruck",6.129583,49.815273,11.4041024,47.2692124,"LUX-INN",480902.135679675
"202","MLA","INN","La Valletta","Innsbruck",14.5145528,35.8989085,11.4041024,47.2692124,"MLA-INN",1291671.89004257
"203","MEX","INN","Mexico City","Innsbruck",-99.133208,19.4326077,11.4041024,47.2692124,"MEX-INN",9891849.97230844
"204","ULN","INN","Ulaanbaatar","Innsbruck",106.9057439,47.8863988,11.4041024,47.2692124,"ULN-INN",6669776.58925056
"205","CMN","INN","Casablanca","Innsbruck",-7.5898434,33.5731104,11.4041024,47.2692124,"CMN-INN",2205963.54889671
"206","MPM","INN","Maputo","Innsbruck",32.6051351,-25.891968,11.4041024,47.2692124,"MPM-INN",8417898.91285692
"207","AMS","INN","Amsterdam","Innsbruck",4.8951679,52.3702157,11.4041024,47.2692124,"AMS-INN",734915.637716768
"208","RTM","INN","Rotterdam","Innsbruck",4.4777325,51.9244201,11.4041024,47.2692124,"RTM-INN",719321.397811318
"209","GRQ","INN","Groningen","Innsbruck",6.5665018,53.2193835,11.4041024,47.2692124,"GRQ-INN",746142.586653584
"210","LOS","INN","Lagos","Innsbruck",3.3792057,6.5243793,11.4041024,47.2692124,"LOS-INN",4599833.09785942
"211","OSL","INN"," Oslo","Innsbruck",10.7522454,59.9138688,11.4041024,47.2692124,"OSL-INN",1408237.99732527
"212","AKL","INN","Auckland","Innsbruck",174.7633315,-36.8484597,11.4041024,47.2692124,"AKL-INN",18244935.1918882
"213","KHI","INN","Karachi","Innsbruck",67.0099388,24.8614622,11.4041024,47.2692124,"KHI-INN",5450034.30399984
"214","LIM","INN","Lima","Innsbruck",-77.0427934,-12.046374,11.4041024,47.2692124,"LIM-INN",10884479.4380154
"215","MNL","INN","Manila","Innsbruck",120.9842195,14.5995124,11.4041024,47.2692124,"MNL-INN",10241436.8562248
"216","WAW","INN","Warsaw","Innsbruck",21.0122287,52.2296756,11.4041024,47.2692124,"WAW-INN",883356.216647083
"217","KRK","INN","Krakow","Innsbruck",19.9449799,50.0646501,11.4041024,47.2692124,"KRK-INN",700233.23769531
"218","WRO","INN","Wroclaw","Innsbruck",17.0385376,51.1078852,11.4041024,47.2692124,"WRO-INN",591823.366098103
"219","BZG","INN","Bydgoszcz","Innsbruck",18.0084378,53.1234804,11.4041024,47.2692124,"BZG-INN",803141.208416775
"220","LIS","INN","Lisboa","Innsbruck",-9.1393366,38.7222524,11.4041024,47.2692124,"LIS-INN",1915782.16104519
"221","OPO","INN","Porto","Innsbruck",-8.6291053,41.1579438,11.4041024,47.2692124,"OPO-INN",1730808.34059334
"222","PXO","INN","Madeira","Innsbruck",-16.9594723,32.7607074,11.4041024,47.2692124,"PXO-INN",2882445.63898611
"223","OTP","INN","Bucuresti","Innsbruck",26.1025384,44.4267674,11.4041024,47.2692124,"OTP-INN",1180816.10524895
"224","CLJ","INN","Cluj","Innsbruck",23.6236353,46.7712101,11.4041024,47.2692124,"CLJ-INN",928054.277156218
"225","TSR","INN","Timisoara","Innsbruck",21.2086793,45.7488716,11.4041024,47.2692124,"TSR-INN",769438.53596916
